nome_da_música,nome_do_artista,rank_de_todos_os_tempos,pontuação_da_faixa,reproduções_spotify,contagem_de_playlists_spotify,alcance_das_playlists_spotify,popularidade_no_spotify,contagem_playlists_apple_music,contagem_playlists_deezer,alcance_playlists_deezer
Stuck with U (with Justin Bieber),Ariana Grande,"1,321",40.9,"1,120,501,187","116,269","56,772,519",73,154,65,"657,287"
she's all i wanna be,Tate McRae,"1,324",40.8,"452,628,341","58,658","18,026,092",71,90,21,"636,104"
Oh My God,Adele,"1,327",40.8,"562,200,390","66,469","27,321,505",68,143,36,"1,269,793"
iSpy (feat. Lil Yachty),KYLE,"1,325",40.8,"960,430,911","121,478","17,895,084",64,61,9,"1,475"
I AM,IVE,"1,326",40.8,"269,067,890","20,356","8,290,715",71,34,2,"4,892"
Midnight Sky,Miley Cyrus,"1,323",40.8,"629,372,240","86,326","19,484,618",66,199,76,"497,102"
Andrea,Bad Bunny,"1,335",40.7,"432,885,913","51,912","12,241,438",71,14,2,"200,870"
Ric Flair Drip (with Metro Boomin),Offset,"1,338",40.7,"1,506,766,477","257,640","63,705,857",80,93,38,"646,064"
Dï¿½ï¿½,Teya Dora,"1,332",40.7,"125,289,731","25,929","2,777,533",65,20,5,"2,700"
Wunder,AYLIVA,"1,336",40.7,"47,364,546","3,863","15,268,731",77,20,15,"9,170,707"
Safaera,Bad Bunny,"1,331",40.7,"868,744,690","116,275","31,273,843",70,125,67,"496,043"
Baby,Justin Bieber,"1,337",40.7,"952,635,214","136,655","76,732,478",76,90,38,"517,808"
On BS,Drake,"1,333",40.7,"253,540,951","82,934","17,735,363",67,17,2,"136,913"
Love Again,The Kid LAROI,"1,342",40.6,"215,466,975","44,476","12,164,093",62,44,22,"107,491"
LAGUNAS,Peso Pluma,"1,339",40.6,"301,396,080","23,886","6,601,410",74,7,4,"1,187,237"
Narcotics (with Bryant Myers),Dei V,"1,344",40.6,"154,018,930","23,281","12,418,680",73,13,6,"57,221"
24K Magic,Bruno Mars,"1,340",40.6,"1,425,996,809","175,419","63,087,960",77,238,153,"1,257,927"
The Feels,TWICE,"1,346",40.5,"431,638,330","43,727","10,543,105",66,33,7,"164,797"
Someone Like You,Adele,"1,345",40.5,"1,925,879,064","211,527","80,288,449",75,249,121,"819,281"
Oh U Went (feat. Drake),Young Thug,"1,347",40.5,"112,624,663","43,943","22,872,664",64,53,6,"106,128"
High Fashion (feat. Mustard),Roddy Ricch,"1,351",40.3,"538,059,363","113,736","16,354,487",65,85,13,"38,765"
Ronald,Falling In Reverse,"1,357",40.3,"17,589,316","3,463","4,194,033",72,9,11,"342,056"
We Paid (feat. 42 Dugg),Lil Baby,"1,353",40.3,"417,634,388","128,536","20,047,619",68,73,10,"68,910"
Boss Bitch,Doja Cat,"1,352",40.3,"878,349,171","126,275","47,587,177",70,107,90,"708,790"
Ballena,Vulgo FK,"1,354",40.3,"174,583,156","28,303","9,617,276",66,20,23,"288,762"
Locked Away (feat. Adam Levine),R. City,"1,355",40.3,"990,518,773","143,056","48,490,958",75,101,34,"99,938"
Tal Vez,Paulo Londra,"1,350",40.3,"751,585,271","75,691","21,188,829",67,28,22,"75,714"
the remedy for a broken heart (why am I so in love),XXXTENTACION,"1,359",40.2,"959,078,765","142,939","25,725,853",69,23,10,"139,377"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,"1,362",40.2,"730,200,775","93,856","28,511,210",71,156,31,"194,403"
Cynical,twocolors,"1,363",40.2,"112,737,954","20,339","47,189,903",41,26,43,"1,568,135"
These Words,Badger,"1,360",40.2,"57,562,320","9,301","84,272,492",78,50,47,"1,691,813"
Robarte un Beso,Carlos Vives,"1,361",40.2,"658,225,560","53,101","23,936,663",72,47,51,"344,462"
For My Hand (feat. Ed Sheeran),Burna Boy,"1,366",40.1,"264,048,274","62,386","29,271,052",65,89,13,"83,804"
Cowgirls (feat. ERNEST),Morgan Wallen,"1,371",40.1,"266,560,481","31,680","27,441,895",81,26,15,"7,631,939"
Hass Hass,Diljit Dosanjh,"1,370",40.1,"106,514,756","10,191","8,686,387",70,13,2,"10,573"
You Got It,Vedo,"1,367",40.1,"378,584,974","56,415","7,671,267",64,24,1,469
Me or Sum (feat. Future & Lil Baby),Nardo Wick,"1,374",40,"169,074,195","77,071","7,941,140",59,27,8,"443,521"
You're Welcome,Dwayne Johnson,"1,372",40,"551,115,166","57,721","18,005,001",66,66,6,"87,438"
LA NOCHE DE ANOCHE,Bad Bunny,"1,376",39.9,"990,189,999","120,639","37,168,821",71,134,71,"2,794,787"
Billete Grande (En Vivo),Fuerza Regida,"1,377",39.9,"309,329,645","30,705","7,109,920",68,6,2,"15,037"
Royals,Lorde,"1,386",39.8,"1,232,502,989","163,195","59,733,007",73,195,128,"549,211"
Charm,Rema,"1,387",39.8,"111,124,873","35,929","7,199,181",65,64,19,"658,689"
Mon Amour - Remix,zzoilo,"1,381",39.8,"689,939,531","101,479","31,506,074",72,73,28,"591,846"
Adan y Eva,Paulo Londra,"1,383",39.8,"915,772,593","85,897","24,226,776",70,45,41,"245,201"
No Lie,Sean Paul,"1,384",39.8,"1,162,659,862","180,669","44,962,652",76,86,58,"333,855"
"\"Phir Aur Kya Chahiye (From \"\"Zara Hatke Zara Bachke\"\")\"",Sachin-Jigar,"1,379",39.8,"226,109,929","11,941","13,056,935",66,20,1,"1,097"
The Astronaut,JIN,"1,382",39.8,"422,186,660","12,509","19,653,160",79,10,9,"1,696,802"
Gogo Dance,El Alfa,"1,385",39.8,"122,568,157","29,662","6,577,251",64,7,3,"11,224"
The Spectre,Alan Walker,"1,395",39.7,"428,110,164","67,602","15,209,777",67,25,18,"173,266"
Ferxxo 100,Feid,"1,392",39.7,"444,613,276","56,678","17,366,565",73,29,7,"3,362,387"
Shower,Becky G,"1,390",39.7,"809,840,469","110,573","53,838,139",73,57,40,"138,495"
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,"1,389",39.7,"325,902,688","119,047","39,606,593",70,90,45,"328,312"
Cooped Up (with Roddy Ricch),Post Malone,"1,401",39.6,"327,011,836","76,622","17,496,536",62,38,10,"159,166"
FRIENDS,Marshmello,"1,399",39.6,"1,436,709,386","148,480","33,658,538",70,121,65,"674,117"
FINA,Bad Bunny,"1,398",39.6,"226,576,178","32,219","19,829,075",78,31,13,"661,964"
Come back to me,RM,"1,400",39.6,"44,991,905","1,389","24,249,059",84,16,15,"621,509"
Love Me Again,V,"1,402",39.5,"626,153,696","13,455","18,636,467",82,7,16,"2,070,072"
Down Under (feat. Colin Hay),Luude,"1,403",39.5,"315,606,874","125,064","22,299,331",60,53,16,"183,454"
Like That (feat. Gucci Mane),Doja Cat,"1,405",39.5,"510,302,007","74,416","19,414,789",66,69,22,"84,411"
Control,Zoe Wees,"1,407",39.5,"457,848,626","81,641","24,075,887",66,52,32,"450,565"
Push Up - Original Mix,Creeds,"1,409",39.4,"83,801,298","78,156","5,245,976",58,18,4,"9,555"
Novo Balanï¿½,Veigh,"1,408",39.4,"258,439,807","33,493","8,747,668",69,16,18,"550,977"
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,"1,411",39.4,"856,908,437","163,911","32,032,973",71,73,68,"607,320"
Goosebumps - Remix,Travis Scott,"1,410",39.4,"767,502,068","142,094","65,054,729",70,169,96,"1,602,641"
Die For You,Joji,"1,412",39.4,"363,300,065","74,276","30,821,017",71,36,6,"275,763"
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,fun.,"1,414",39.3,"1,143,172,586","216,588","73,069,486",72,135,88,"336,269"
My Head & My Heart,Ava Max,"1,413",39.3,"518,293,446","72,376","41,025,788",69,159,56,"680,148"
Accendio,IVE,"1,418",39.2,"12,367,963","1,027","749,609",72,7,1,91
Deep End,Fousheï¿,"1,417",39.2,"277,505,000","76,388","9,447,547",56,108,36,"1,529,118"
Mi Bello Angel,Natanael Cano,"1,421",39.1,"349,522,530","23,359","14,819,855",76,19,8,"1,485,972"
Si Veo a Tu Mamï¿,Bad Bunny,"1,423",39.1,"817,199,682","92,013","18,868,123",70,50,26,"362,333"
1-800-273-8255,Logic,"1,427",39,"1,332,154,389","155,866","27,988,875",67,114,32,"229,786"
After Hours,The Weeknd,"1,424",39,"942,637,026","146,801","30,163,694",75,77,25,"380,791"
The Middle,Zedd,"1,432",38.9,"1,503,269,550","135,666","65,498,300",72,207,188,"371,956"
Pompeii,Bastille,"1,434",38.9,"1,590,278,292","259,895","65,869,505",71,153,111,"467,038"
Hymn For The Weekend - Seeb Remix,Coldplay,"1,429",38.9,"652,636,187","66,904","13,714,193",62,64,228,"416,578"
Lonely (with benny blanco),Justin Bieber,"1,431",38.9,"820,172,575","119,464","35,423,440",66,152,40,"1,388,976"
Hold On,Justin Bieber,"1,433",38.9,"749,776,475","98,447","21,788,917",65,129,225,"458,830"
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,"1,430",38.9,"2,397,109,372","287,524","83,050,639",74,23,29,"149,377"
I Like It,Cardi B,"1,439",38.8,"1,624,314,065","175,421","77,421,150",72,331,152,"1,207,198"
THANK GOD,Travis Scott,"1,440",38.8,"159,483,318","53,828","5,159,560",68,14,3,"67,246"
Home,Edith Whiskers,"1,441",38.8,"382,143,321","98,433","18,158,287",65,7,5,"100,685"
The London (feat. J. Cole & Travis Scott),Young Thug,"1,438",38.8,"729,825,680","155,380","26,351,002",62,90,37,"721,934"
Si Te Pudiera Mentir,Calibre 50,"1,444",38.7,"497,062,969","39,746","21,866,121",69,16,14,"1,854,950"
Tell Em,Cochise,"1,442",38.7,"499,262,863","156,928","20,525,072",70,22,7,"67,108"
Close Eyes,DVRST,"1,448",38.6,"495,840,131","118,862","32,562,324",70,27,4,"83,840"
LA DURANGO,Peso Pluma,"1,447",38.6,"42,032,763","2,684","48,467,220",79,28,7,"1,333,180"
Please Me,Cardi B,"1,449",38.6,"551,035,247","58,065","19,199,798",70,42,35,"348,557"
El Hijo Mayor,Junior H,"1,450",38.6,"357,445,095","30,881","19,190,261",71,6,4,"155,594"
LA FAMA,ROSALï¿½,"1,453",38.5,"459,476,092","79,169","20,678,333",69,87,46,"1,485,067"
TIL FURTHER NOTICE,Travis Scott,"1,451",38.5,"133,152,051","55,843","7,668,430",71,8,4,"113,267"
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",J Balvin,"1,454",38.5,"347,951,927","60,696","17,980,948",61,78,17,"1,666,687"
LOKERA,Rauw Alejandro,"1,452",38.5,"656,416,971","74,344","55,382,119",75,75,29,"2,015,748"
cardigan,Taylor Swift,"1,458",38.4,"1,307,283,069","94,169","67,796,903",80,131,104,"361,732"
See You Again (feat. Kali Uchis),"Tyler, The Creator","1,456",38.4,"1,610,423,351","283,537","75,314,202",84,99,57,"714,087"
Amanece,Anuel AA,"1,457",38.4,"784,096,553","80,071","22,684,253",77,31,8,"63,513"
King Shit,Shubh,"1,455",38.4,"84,030,576","4,988","9,741,006",71,14,2,"6,948"
LA INOCENTE,Mora,"1,461",38.4,"736,983,718","92,256","38,659,924",76,42,21,"10,512,345"
Chicago Freestyle (feat. Giveon),Drake,"1,462",38.3,"763,384,135","200,270","32,837,352",72,61,25,"174,131"
Johnny Dang (with Paul Wall & DRODi),That Mexican OT,"1,466",38.3,"128,049,237","42,334","16,862,073",68,25,1,"5,942"
S-Class,Stray Kids,"1,465",38.3,"207,857,363","14,268","6,924,859",70,20,4,"41,620"
Die Young (feat. 347aidan),Sleepy Hallow,"1,464",38.3,"245,406,516","75,951","9,524,862",60,12,8,"48,742"
Vente Pa' Ca,Ricky Martin,"1,467",38.2,"613,961,293","57,564","22,110,798",66,70,48,"223,157"
Can't Tame Her,Zara Larsson,"1,473",38.2,"159,051,363","31,456","22,058,380",62,62,26,"289,676"
VIBEZ,DaBaby,"1,470",38.2,"432,315,500","95,756","16,692,750",59,38,11,"9,718"
I Don't Fuck With You,Big Sean,"1,475",38.2,"781,790,448","135,134","33,420,257",67,80,28,"200,973"
Se Grita,Morad,"1,474",38.2,"142,131,977","47,009","7,163,568",69,10,8,"708,924"
HYAENA,Travis Scott,"1,468",38.2,"137,071,285","47,247","5,437,356",68,9,7,"130,827"
KICK BACK,Kenshi Yonezu,"1,469",38.2,"360,816,226","61,627","7,633,366",70,35,8,"54,591"
M.A.I,Milo j,"1,471",38.2,"163,958,167","12,417","15,958,224",76,2,11,"7,137,853"
Tu hai kahan,AUR,"1,472",38.2,"218,471,293","16,445","7,312,501",72,4,2,"1,475"
Truth or Dare,Tyla,"1,480",38.1,"91,143,676","13,407","30,382,319",77,58,41,"380,101"
Just the Way You Are,Bruno Mars,"1,477",38.1,"2,099,862,852","233,719","148,404,419",79,174,123,"1,032,117"
Rasputin,Majestic,"1,481",38.1,"613,000,788","152,363","73,448,130",73,124,98,"2,668,695"
Say It Right (Dance),MELON,"1,479",38.1,"3,119,521",560,"10,301,672",30,1,3,"167,042"
If the World Was Ending - feat. Julia Michaels,JP Saxe,"1,483",38.1,"1,145,402,792","134,427","81,562,006",69,179,72,"482,672"
"\"How Far I'll Go - From \"\"Moana\"\"\"",Alessia Cara,"1,476",38.1,"740,261,910","49,852","13,088,456",58,72,17,"96,911"
ýýýýýýýýýýýý,Hoshimachi Suisei,"1,482",38.1,"21,255,074","1,754","3,985,309",70,2,1,"7,336"
Heartless,The Weeknd,"1,486",38,"975,754,682","137,196","28,066,964",73,99,36,"287,898"
Mirrors,Justin Timberlake,"1,487",38,"1,047,154,254","168,622","53,352,470",74,106,74,"484,204"
we fell in love in october,girl in red,"1,490",38,"1,034,272,727","201,381","54,919,566",77,37,24,"270,287"
Sorry Not Sorry,Demi Lovato,"1,489",38,"1,156,601,592","78,398","28,404,966",67,60,68,"301,972"
X ESO BB,Jere Klein,"1,484",38,"124,155,654","18,514","4,998,854",66,3,7,"6,634,256"
Where Did You Go? (feat. MNEK),Jax Jones,"1,488",38,"389,547,230","65,208","36,265,310",70,114,59,"1,434,573"
The Lazy Song,Bruno Mars,"1,496",37.9,"950,810,060","151,801","51,937,840",72,66,188,"305,090"
Sex Sounds,Lil Tjay,"1,495",37.9,"413,974,601","110,016","7,011,141",69,9,5,"49,203"
Despuï¿½ï¿½s de la P,Bad Bunny,"1,493",37.9,"542,751,537","67,763","20,306,682",71,28,6,"288,649"
Asiwaju,Ruger,"1,498",37.9,"108,133,711","34,390","4,480,387",18,35,12,"585,409"
Sticky,Drake,"1,492",37.9,"253,177,498","83,779","16,621,189",66,40,10,"190,743"
Centuries,Fall Out Boy,"1,501",37.9,"1,184,571,362","180,715","48,698,123",75,71,46,"163,430"
What Makes You Beautiful,One Direction,"1,494",37.9,"1,265,397,717","175,809","81,950,675",80,132,65,"674,257"
Sweetest Pie,Megan Thee Stallion,"1,500",37.9,"359,563,711","50,913","44,666,984",64,51,26,"169,737"
Reggaetï¿½ï¿½n Lento (Baile,CNCO,"1,497",37.9,"738,438,810","65,613","22,623,077",67,64,37,"353,829"
GMFU (w/ 6arelyhuman),Odetari,"1,503",37.8,"199,444,237","31,285","5,660,364",72,1,2,"11,655"
SKITZO,Travis Scott,"1,513",37.8,"97,901,897","49,313","5,181,004",66,6,2,"15,118"
Friendly Fire,Linkin Park,"1,505",37.8,"27,605,207","4,232","10,396,816",8,16,17,"10,909,859"
Niï¿½ï¿½a Bo,Feid,"1,508",37.8,"237,741,410","39,503","20,043,997",61,37,32,"499,187"
SkeeYee,Sexyy Red,"1,510",37.8,"96,289,114","24,566","8,733,511",67,21,2,"11,894"
Beautiful Crazy,Luke Combs,"1,511",37.8,"828,103,564","83,834","17,064,586",77,54,12,"8,375"
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,"1,504",37.8,"199,846,893","53,777","10,893,828",69,46,5,"140,925"
Lover,Taylor Swift,"1,507",37.8,"1,413,268,808","104,435","94,697,921",81,201,54,"1,301,097"
Midas Touch,KISS OF LIFE,"1,512",37.8,"50,824,333","2,846","15,707,891",75,14,1,"8,709"
Follow You,Imagine Dragons,"1,514",37.8,"412,887,321","69,959","8,523,570",65,101,27,"398,506"
Por las Noches,Peso Pluma,"1,509",37.8,"541,105,655","34,793","10,847,105",43,26,1,"95,169"
Body Like A Back Road,Sam Hunt,"1,520",37.7,"874,864,898","78,015","21,590,960",66,103,14,"13,156"
Best Part (feat. H.E.R.),Daniel Caesar,"1,516",37.7,"1,362,614,026","183,645","51,977,530",79,198,56,"606,036"
Set Fire to the Rain,Adele,"1,518",37.7,"1,595,514,674","186,319","52,679,491",77,110,50,"528,108"
Worth It,Fifth Harmony,"1,517",37.7,"815,946,405","94,852","36,133,465",67,163,59,"627,425"
Malvadï¿½ï¿,Xamï¿,"1,527",37.6,"270,364,614","37,002","6,997,751",56,6,27,"90,277"
2 Be Loved (Am I Ready),Lizzo,"1,525",37.6,"335,194,737","36,991","30,514,705",62,32,33,"1,463,818"
Shut Up and Dance,WALK THE MOON,"1,530",37.6,"1,690,450,389","225,204","121,786,733",81,270,113,"505,069"
SugarCrash!,ElyOtto,"1,529",37.6,"364,210,672","81,556","11,888,277",63,32,10,"45,435"
Sail,AWOLNATION,"1,523",37.6,"814,264,073","145,349","25,209,426",68,64,33,"216,744"
Solo Conmigo,Romeo Santos,"1,526",37.6,"99,640,817","9,262","7,078,618",65,8,1,"68,866"
See You Again (feat. Charlie Puth),Wiz Khalifa,"1,528",37.6,"1,891,920,348","75,665","19,726,243",55,177,94,"316,305"
Dial Drunk (with Post Malone),Noah Kahan,"1,533",37.5,"276,026,602","37,445","15,016,410",79,20,5,"263,887"
Piscina,Maria Becerra,"1,532",37.5,"81,319,633","7,972","12,644,546",6,10,17,"797,711"
Bandit (with YoungBoy Never Broke Again),Juice WRLD,"1,538",37.5,"925,747,848","178,435","28,731,824",67,61,22,"106,700"
this is what falling in love feels like,JVKE,"1,531",37.5,"477,620,800","108,333","12,027,452",72,21,10,"629,635"
Galway Girl,Ed Sheeran,"1,535",37.5,"1,311,631,709","121,737","38,983,968",72,64,37,"410,364"
Firework,Katy Perry,"1,534",37.5,"1,065,375,074","164,650","60,511,467",67,218,94,"1,066,131"
wait in the truck (feat. Lainey Wilson),HARDY,"1,537",37.5,"127,223,430","24,922","3,869,411",63,26,1,71
No Es por Acï¿,Carin Leon,"1,543",37.4,"331,775,657","17,727","7,678,049",51,12,7,"1,240,927"
Adventure Of A Lifetime,Coldplay,"1,546",37.4,"1,020,239,582","148,456","30,840,228",76,3,76,"839,196"
Nice For What,Drake,"1,544",37.4,"1,276,685,592","192,868","46,195,383",72,187,37,"120,342"
FALTA DE QUï¿½,Luan Pereira,"1,541",37.4,"27,120,441","1,557","41,022,920",77,3,29,"8,662,554"
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,"1,542",37.4,"947,763,871","59,942","47,877,896",72,24,1,"30,007"
Obsessed With You,Central Cee,"1,549",37.3,"336,889,834","130,841","9,639,874",64,35,13,"89,773"
Bang!,AJR,"1,550",37.3,"426,425,213","79,159","7,658,013",56,58,13,"13,714"
The Door,Teddy Swims,"1,548",37.3,"111,155,129","8,444","40,989,352",80,61,35,"14,880,080"
Gato de Noche,ýýengo Flow,"1,547",37.3,"427,842,597","59,365","26,456,238",66,27,12,"2,170,401"
Despeinada,Ozuna,"1,555",37.2,"420,652,971","51,117","16,617,076",63,67,18,"213,074"
Runnin,21 Savage,"1,556",37.2,"653,352,641","181,583","32,640,138",77,47,18,"65,242"
REAL GANGSTA LOVE,Trueno,"1,554",37.2,"31,366,703","1,732","118,815,213",78,40,29,"3,152,493"
OKI DOKI,KAROL G,"1,557",37.2,"221,406,245","13,588","28,740,850",72,9,6,"359,069"
Free Mind,Tems,"1,559",37.1,"155,772,691","49,453","8,122,764",67,90,3,"10,838"
New Rules,Dua Lipa,"1,561",37.1,"2,098,443,322","158,842","106,310,954",75,387,345,"1,063,913"
favorite crime,Olivia Rodrigo,"1,564",37.1,"1,058,390,692","110,900","40,458,627",79,50,18,"193,186"
La Forma en Que Me Miras,Super Yei,"1,560",37.1,"541,468,772","85,006","18,024,271",67,9,1,"51,411"
When You're Gone,Shawn Mendes,"1,562",37.1,"323,292,046","40,626","21,320,097",71,52,20,"676,487"
High Road (feat. Jessie Murph),Koe Wetzel,"1,558",37.1,"6,120,999",855,"19,941,200",67,33,1,740
Savage,Megan Thee Stallion,"1,563",37.1,"427,275,743","63,715","20,704,851",61,72,30,"48,673"
Put It On Da Floor Again (feat. Cardi B),Latto,"1,572",37,"60,082,145","11,423","20,395,049",60,45,11,"137,945"
You Should Probably Leave,Chris Stapleton,"1,566",37,"427,605,317","56,215","12,087,656",77,29,9,"20,272"
Runaway,AURORA,"1,567",37,"884,816,583","204,318","32,928,246",70,100,39,"188,815"
Spicy,aespa,"1,570",37,"133,536,914","12,910","7,751,540",63,29,3,"34,879"
Die For You,The Weeknd,"1,565",37,"2,265,551,950","185,803","50,288,436",74,131,44,"3,238,269"
Need It (feat. YoungBoy Never Broke Again),Migos,"1,569",37,"328,017,675","115,095","17,047,436",67,31,13,"45,029"
Into You,Ariana Grande,"1,571",37,"1,368,497,471","112,014","38,138,998",72,110,36,"233,338"
Invincible,Pop Smoke,"1,573",37,"549,824,221","173,912","17,443,810",70,21,7,"93,368"
Un Besito Mï¿½,Salastkbron,"1,581",36.9,"39,026,522","4,463","10,235,789",72,1,2,"6,018"
Ya No Somos Ni Seremos,Christian Nodal,"1,580",36.9,"469,278,591","30,545","19,963,782",76,28,20,"3,872,499"
Sharks,Imagine Dragons,"1,579",36.9,"283,572,432","48,772","11,144,471",65,19,17,"695,682"
Teenage Dream,Stephen Dawes,"1,578",36.9,"170,404,957","31,472","6,431,843",64,1,2,"1,978"
Igualito a Mi Apï¿,Fuerza Regida,"1,585",36.8,"316,447,060","27,766","12,168,890",72,27,5,"199,071"
Thunder,Gabry Ponte,"1,582",36.8,"551,090,518","146,088","68,848,253",75,47,37,"851,965"
Thousand Miles,The Kid LAROI,"1,583",36.8,"299,159,279","65,016","30,594,262",65,50,33,"236,835"
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,"1,586",36.8,"204,471,704","72,788","16,063,916",55,41,20,"239,390"
Walk Em Down (feat. Roddy Ricch),NLE Choppa,"1,584",36.8,"565,296,902","139,124","21,558,993",68,48,20,"160,055"
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,"1,598",36.7,"1,461,578,587","216,137","99,533,361",76,198,138,"1,551,892"
Private Landing (feat. Justin Bieber & Future),Don Toliver,"1,599",36.7,"242,528,711","57,228","39,892,662",72,18,9,"90,932"
Turn Yo Clic Up (feat. Future),Quavo,"1,593",36.7,"70,868,414","32,989","17,684,550",57,21,8,"2,682,619"
Hotline Bling,Drake,"1,588",36.7,"1,335,494,972","205,003","49,738,762",72,376,110,"968,651"
Chupï¿½,El Gudi,"1,597",36.7,"126,216,271","8,260","5,602,330",61,4,5,"4,851,209"
Emiliana,CKay,"1,595",36.7,"223,634,694","85,051","6,093,468",62,80,23,"1,116,820"
Life Goes On,BTS,"1,594",36.7,"717,715,448","43,805","25,129,169",70,55,15,"324,211"
World Hold On - FISHER Rework,Bob Sinclar,"1,592",36.7,"240,482,615","97,818","33,219,102",62,29,7,"337,093"
Cry,Benson Boone,"1,589",36.7,"72,952,792","5,724","21,375,874",18,26,10,"590,630"
11:00 PM,Maluma,"1,596",36.7,"719,602,988","64,741","26,033,088",67,71,39,"579,722"
One Call Away,Charlie Puth,"1,604",36.6,"833,094,374","74,711","20,494,033",69,9,26,"42,614"
Bitch Let's Do It,YoungBoy Never Broke Again,"1,600",36.6,"46,368,950","20,691","2,569,902",60,6,1,"12,303"
Move Your Body,ýýwnboss,"1,606",36.6,"366,000,029","116,490","66,103,377",71,78,60,"1,167,910"
Stay,Rihanna,"1,607",36.6,"1,313,274,600","140,970","62,521,370",69,149,61,"1,002,488"
Faucet Failure,Ski Mask The Slump God,"1,601",36.6,"571,258,899","121,284","14,959,393",66,21,8,"7,135"
Danza Kuduro,Don Omar,"1,605",36.6,"1,656,974,409","266,408","90,687,992",76,104,75,"1,831,607"
Suavemente,Soolking,"1,608",36.6,"159,676,691","53,444","4,694,099",59,35,29,"1,390,552"
Locked Out Of Heaven,Bruno Mars,"1,602",36.6,"2,004,657,631","277,766","134,689,771",83,150,214,"1,260,461"
Party Rock Anthem,LMFAO,"1,609",36.6,"717,233,625","190,770","55,770,260",68,148,78,"1,153,628"
Jealous,Eyedress,"1,615",36.5,"789,418,331","170,553","31,361,482",78,9,6,"75,473"
Love Nwantiti - Remix,Dj Yo!,"1,613",36.5,"596,326,288","132,469","16,068,014",66,59,17,"55,389"
Victoriaï¿½ï¿½ï¿½s,Jax,"1,616",36.5,"161,267,092","28,607","7,345,512",62,9,2,"64,490"
THE SCOTTS,THE SCOTTS,"1,614",36.5,"789,962,731","176,635","30,767,602",68,92,32,"200,791"
